# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1403638158.39503 320.506617 -1004.890355 -231.225129 -0.805781 0.043781 -0.352000 0.474233 0.0006756172 -0.0004465770 -0.0000661775 0.0004774472 0.0001466017 0.0002709849 588.6053988022 38.9365424918 -68.8908059641 362.1967313339 158.0615221979 87.7953332528
1403638158.44503 322.730132 -1010.435022 -233.196070 -0.806227 0.040100 -0.353740 0.472502 0.0006851025 -0.0004457571 -0.0000688595 0.0004699292 0.0001464909 0.0002714784 595.4915424893 39.6556193955 -69.8793173922 365.9748965462 160.0834488659 89.1540653767
1403638158.49503 324.964838 -1015.995155 -235.177527 -0.806538 0.037486 -0.355096 0.471166 0.0006925296 -0.0004453918 -0.0000710265 0.0004645255 0.0001463209 0.0002719222 602.4399553881 40.3854177155 -70.8789844646 369.7825022296 162.1243068830 90.5292116475
1403638158.54503 327.211123 -1021.570355 -237.169175 -0.806924 0.035288 -0.356705 0.469457 0.0006999297 -0.0004450222 -0.0000732680 0.0004589886 0.0001459769 0.0002725347 609.4504914633 41.1262186916 -71.8898320874 373.6199320003 164.1841391483 91.9208186963
1403638158.59503 329.469134 -1027.160622 -239.170798 -0.807631 0.033641 -0.357038 0.468108 0.0007049996 -0.0004448695 -0.0000760377 0.0004554590 0.0001466194 0.0002734788 616.5235501759 41.8781929562 -72.9119643827 377.4874266252 166.2630786134 93.3290415354
1403638158.64503 331.739149 -1032.766222 -241.181733 -0.807878 0.033271 -0.357609 0.467271 0.0007083674 -0.0004455519 -0.0000775167 0.0004540255 0.0001465196 0.0002740391 623.6599070495 42.6414870249 -73.9455678204 381.3855793092 168.3614232795 94.7541266109
1403638158.69503 334.021007 -1038.387039 -243.201808 -0.808026 0.034250 -0.356311 0.467936 0.0007069939 -0.0004473441 -0.0000784013 0.0004574819 0.0001473490 0.0002744612 630.8598055012 43.4160531042 -74.9907184816 385.3146489762 170.4792743221 96.1961610105
1403638158.74503 336.315073 -1044.023286 -245.230881 -0.808294 0.035298 -0.354029 0.469125 0.0007040910 -0.0004492663 -0.0000795054 0.0004623954 0.0001489226 0.0002749664 638.1239484485 44.2022247530 -76.0475707412 389.2749029448 172.6168339247 97.6553901665
1403638158.79503 338.621138 -1049.675297 -247.269326 -0.809186 0.035942 -0.349508 0.470925 0.0006987768 -0.0004509432 -0.0000819777 0.0004691540 0.0001525782 0.0002760496 645.4532112384 45.0000499425 -77.1162765070 393.2662948268 174.7742597125 99.1320424954
1403638158.84503 340.940509 -1055.343994 -249.316285 -0.810261 0.036863 -0.344744 0.472514 0.0006928882 -0.0004525377 -0.0000847274 0.0004761971 0.0001565624 0.0002774358 652.8493577403 45.8104051957 -78.1972058852 397.2895253663 176.9520933471 100.6267077093
1403638158.89503 343.273185 -1061.029252 -251.371937 -0.811692 0.036728 -0.339883 0.473589 0.0006885011 -0.0004533531 -0.0000884811 0.0004813198 0.0001611189 0.0002792563 660.3126495263 46.6334458968 -79.2904269212 401.3446809909 179.1503919008 102.1395003257
1403638158.94503 345.620289 -1066.731280 -253.435872 -0.812413 0.037388 -0.336075 0.475017 0.0006840346 -0.0004547536 -0.0000905294 0.0004872507 0.0001642753 0.0002803606 667.8438393742 47.4700200528 -80.3961269203 405.4322405743 181.3694163140 103.6707660576
1403638158.99503 347.980913 -1072.450256 -255.508613 -0.814306 0.035976 -0.331564 0.475054 0.0006821886 -0.0004545523 -0.0000955995 0.0004891426 0.0001692618 0.0002828974 675.4436308261 48.3197297334 -81.5144196706 409.5520164020 183.6092499825 105.2206304113
1403638159.04503 350.355109 -1078.186001 -257.590168 -0.816470 0.033878 -0.325530 0.475667 0.0006789399 -0.0004539401 -0.0001013564 0.0004920113 0.0001756434 0.0002858746 683.1122120567 49.1827356360 -82.6453712136 413.7042029220 185.8699601404 106.7891983781
1403638159.09503 352.743894 -1083.937795 -259.680727 -0.819185 0.030762 -0.319388 0.475374 0.0006771961 -0.0004524275 -0.0001085943 0.0004924124 0.0001827388 0.0002898306 690.8489712608 50.0599682349 -83.7889184748 417.8888470806 188.1514075574 108.3765048923
1403638159.14503 355.145843 -1089.704458 -261.781566 -0.822098 0.027743 -0.311199 0.475962 0.0006720535 -0.0004507491 -0.0001160637 0.0004955944 0.0001914612 0.0002944202 698.6525555941 50.9507893254 -84.9447993707 422.1052762305 190.4531117959 109.9821469207
1403638159.19503 357.561180 -1095.485125 -263.893297 -0.825190 0.023448 -0.304332 0.475283 0.0006705793 -0.0004481902 -0.0001244624 0.0004944870 0.0001995445 0.0002996464 706.5220599438 51.8556315538 -86.1128701729 426.3532680471 192.7748019715 111.6060009881
1403638159.24503 359.990567 -1101.279872 -266.015898 -0.826696 0.021605 -0.301547 0.474527 0.0006712467 -0.0004475875 -0.0001290114 0.0004935683 0.0002031064 0.0003025564 714.4579866621 52.7751292727 -87.2932504918 430.6330196735 195.1166117332 113.2483128904
1403638159.29503 362.434569 -1107.088775 -268.149161 -0.825710 0.024050 -0.304270 0.474388 0.0006735480 -0.0004504845 -0.0001272032 0.0004951745 0.0002001967 0.0003013182 722.4608360635 53.7098000288 -88.4860683192 434.9448749514 197.4787094847 114.9093160047
1403638159.34503 364.892582 -1112.911729 -270.293133 -0.822861 0.029417 -0.310352 0.475096 0.0006760867 -0.0004557837 -0.0001206813 0.0004994479 0.0001929539 0.0002971821 730.5308464686 54.6593595688 -89.6913864577 439.2888950326 199.8611451225 116.5890586977
1403638159.39503 367.364318 -1118.748922 -272.447978 -0.819388 0.035045 -0.318733 0.475167 0.0006813404 -0.0004613390 -0.0001129393 0.0005016342 0.0001833834 0.0002924222 738.6686893769 55.6237702531 -90.9093332238 443.6651589429 202.2640546891 118.2877156099
1403638159.44503 369.849711 -1124.601450 -274.613188 -0.815093 0.041988 -0.328443 0.475379 0.0006861077 -0.0004675809 -0.0001031197 0.0005048961 0.0001718798 0.0002870753 746.8764708134 56.6030185595 -92.1403106530 448.0741663817 204.6879855739 120.0058152792
1403638159.49503 372.348948 -1130.469985 -276.787890 -0.810405 0.049677 -0.336779 0.476818 0.0006869000 -0.0004740598 -0.0000922661 0.0005119383 0.0001607483 0.0002819213 755.1556795470 57.5971824817 -93.3846446587 452.5166732092 207.1334233576 121.7437748604
1403638159.54503 374.861582 -1136.355545 -278.971793 -0.805319 0.058429 -0.343074 0.479946 0.0006820747 -0.0004808367 -0.0000804527 0.0005243316 0.0001502844 0.0002770307 763.5083659195 58.6059930059 -94.6427187610 456.9930640134 209.6008713367 123.5020662151
1403638159.59503 377.386835 -1142.258644 -281.165170 -0.800689 0.067184 -0.345694 0.484643 0.0006712553 -0.0004869603 -0.0000698686 0.0005416885 0.0001424820 0.0002731658 771.9358270205 59.6290702589 -95.9147609888 461.5032598661 212.0905598648 125.2809569916
1403638159.64503 379.925609 -1148.179616 -283.368036 -0.797018 0.073899 -0.347217 0.488612 0.0006621934 -0.0004915386 -0.0000619424 0.0005561329 0.0001364820 0.0002704513 780.4390844614 60.6672663741 -97.2009799715 466.0475076089 214.6027309673 127.0808473289
1403638159.69503 382.478316 -1154.118455 -285.580885 -0.794115 0.079189 -0.348064 0.491896 0.0006547032 -0.0004950979 -0.0000560056 0.0005682080 0.0001318445 0.0002685315 789.0186291544 61.7211892327 -98.5014654977 470.6256866473 217.1374207055 128.9019638707
1403638159.74503 385.044195 -1160.075395 -287.804033 -0.792878 0.081546 -0.346342 0.494713 0.0006489001 -0.0004971290 -0.0000539358 0.0005774330 0.0001311643 0.0002677751 797.6753426344 62.7904655958 -99.8163764785 475.2377349587 219.6947699339 130.7444785410
1403638159.79503 387.623207 -1166.051871 -290.037047 -0.792891 0.079956 -0.349040 0.493054 0.0006572746 -0.0004981821 -0.0000549716 0.0005715294 0.0001297331 0.0002679756 806.4120796562 63.8751166603 -101.1462475411 479.8841402957 222.2754649707 132.6091008547
1403638159.84503 390.215313 -1172.046939 -292.279973 -0.793672 0.076800 -0.351471 0.490565 0.0006683247 -0.0004984729 -0.0000578041 0.0005624388 0.0001295963 0.0002686973 815.2278556271 64.9752641187 -102.4909496930 484.5649864386 224.8793004955 134.4956676418
1403638159.89503 392.820845 -1178.060515 -294.532725 -0.796189 0.069359 -0.354399 0.485462 0.0006882155 -0.0004965705 -0.0000649814 0.0005432726 0.0001316894 0.0002706664 824.1230633908 66.0912963080 -103.8505910676 489.2805478386 227.5063933606 136.4043711147
1403638159.94503 395.438590 -1184.092614 -296.794714 -0.798966 0.062058 -0.356745 0.480141 0.0007072601 -0.0004938145 -0.0000729808 0.0005245401 0.0001342389 0.0002730636 833.0982610328 67.2221945050 -105.2253340113 494.0313315256 230.1569779639 138.3352449208
1403638159.99503 398.069500 -1190.143223 -299.064824 -0.800790 0.056136 -0.358080 0.476826 0.0007215333 -0.0004915905 -0.0000789017 0.0005113307 0.0001360982 0.0002747240 842.1539678783 68.3685772207 -106.6153767644 498.8183044047 232.8313884414 140.2885903685
1403638160.04503 400.712381 -1196.211845 -301.343547 -0.802541 0.050939 -0.358383 0.474231 0.0007329286 -0.0004895099 -0.0000847000 0.0005009364 0.0001384013 0.0002764583 851.2898769693 69.5297004047 -108.0206734016 503.6412883156 235.5294927488 142.2642415604
1403638160.09503 403.367821 -1202.297148 -303.631267 -0.804489 0.046580 -0.355837 0.473296 0.0007384084 -0.0004880295 -0.0000909421 0.0004961067 0.0001427182 0.0002785557 860.5042681025 70.7062799189 -109.4409521292 508.5001684358 238.2508804137 144.2619446988
1403638160.14503 406.036889 -1208.399281 -305.927474 -0.806879 0.041513 -0.352068 0.472516 0.0007430935 -0.0004860569 -0.0000984953 0.0004914361 0.0001483892 0.0002813008 869.7978782023 71.8992102521 -110.8764100025 513.3955499759 240.9958274058 146.2820698762
1403638160.19503 408.720558 -1214.517577 -308.231920 -0.810520 0.035160 -0.344152 0.472632 0.0007433763 -0.0004832841 -0.0001094042 0.0004893356 0.0001583616 0.0002858926 879.1700637569 73.1093834953 -112.3269968352 518.3278355354 243.7642786262 148.3246650166
1403638160.24503 411.418322 -1220.652665 -310.544335 -0.814409 0.028421 -0.335471 0.472641 0.0007427360 -0.0004799882 -0.0001211500 0.0004872044 0.0001691457 0.0002914542 888.6223875241 74.3364613120 -113.7930330297 523.2973714539 246.5566231852 150.3900885303
1403638160.29503 414.130311 -1226.803732 -312.865374 -0.817451 0.023164 -0.327461 0.473294 0.0007401722 -0.0004776875 -0.0001306093 0.0004875754 0.0001785141 0.0002964517 898.1539322831 75.5808698900 -115.2743618983 528.3039297146 249.3725809692 152.4782136452
1403638160.34503 416.857007 -1232.970451 -315.194812 -0.820266 0.017744 -0.321311 0.472873 0.0007406508 -0.0004749210 -0.0001397492 0.0004848850 0.0001862612 0.0003014810 907.7646165467 76.8431301411 -116.7710256988 533.3478113808 252.2121926712 154.5891609816
1403638160.39503 419.598147 -1239.151942 -317.533237 -0.822330 0.013736 -0.316526 0.472648 0.0007408733 -0.0004731291 -0.0001467773 0.0004833933 0.0001921689 0.0003055796 917.4533554379 78.1233161941 -118.2828411419 538.4288164661 255.0751587894 156.7227114816
1403638160.44503 422.353130 -1245.347287 -319.881867 -0.823312 0.011984 -0.313429 0.473049 0.0007402032 -0.0004731141 -0.0001505500 0.0004845723 0.0001956804 0.0003079109 927.2189733416 79.4213960415 -119.8095622218 543.5462497812 257.9610258451 158.8785766499
1403638160.49503 425.121743 -1251.555930 -322.240997 -0.824165 0.010517 -0.311224 0.473056 0.0007406210 -0.0004731790 -0.0001539685 0.0004849022 0.0001983615 0.0003100126 937.0608986083 80.7374122588 -121.3511072211 548.7000710390 260.8696450110 161.0566587332
1403638160.54503 427.904130 -1257.777637 -324.610551 -0.824985 0.009060 -0.309376 0.472869 0.0007416116 -0.0004731989 -0.0001573416 0.0004847032 0.0002007322 0.0003120801 946.9791077806 82.0716092861 -122.9075124984 553.8905469183 263.8010574442 163.2570333274
1403638160.59503 430.700539 -1264.012084 -326.990412 -0.825372 0.008181 -0.308214 0.472968 0.0007427257 -0.0004738122 -0.0001595325 0.0004851860 0.0002021728 0.0003133518 956.9734273811 83.4243436961 -124.4787911052 559.1178869716 266.7552634978 165.4797646330
1403638160.64503 433.510679 -1270.259258 -329.380733 -0.825974 0.007671 -0.305892 0.473433 0.0007414500 -0.0004745951 -0.0001619849 0.0004875656 0.0002047091 0.0003151258 967.0442149420 84.7955470137 -126.0650281518 564.3821792568 269.7323333146 167.7249531527
1403638160.69503 436.335224 -1276.519567 -331.781196 -0.825998 0.007242 -0.306629 0.472920 0.0007451266 -0.0004754679 -0.0001632809 0.0004863313 0.0002042831 0.0003155709 977.1926056077 86.1859058691 -127.6664740724 569.6838639456 272.7325776731 169.9930235351
1403638160.74503 439.173511 -1282.793035 -334.191891 -0.824729 0.009915 -0.307253 0.474677 0.0007436108 -0.0004792467 -0.0001602499 0.0004926827 0.0002027205 0.0003136302 987.4190442033 87.5950069202 -129.2832352753 575.0230267325 275.7560900133 172.2840443332
1403638160.79503 442.026067 -1289.080055 -336.613264 -0.823201 0.014893 -0.308860 0.476156 0.0007406711 -0.0004841723 -0.0001557353 0.0005010369 0.0001999064 0.0003111180 997.7246624352 89.0236332804 -130.9155053520 580.3995998288 278.8030261608 174.5984155259
1403638160.84503 444.892882 -1295.381188 -339.045158 -0.821513 0.022178 -0.312467 0.476434 0.0007381654 -0.0004898722 -0.0001501452 0.0005093474 0.0001950589 0.0003082267 1008.1109318711 90.4719337921 -132.5635830791 585.8138173458 281.8737119985 176.9365449066
1403638160.89503 447.773556 -1301.696405 -341.487678 -0.820469 0.030935 -0.315719 0.475599 0.0007335616 -0.0004954539 -0.0001456885 0.0005184968 0.0001908789 0.0003066110 1018.5782323245 91.9397251719 -134.2275635805 591.2658103934 284.9682317956 179.2985225408
1403638160.94503 450.667107 -1308.026349 -343.941324 -0.820707 0.039004 -0.319258 0.472222 0.0007316114 -0.0004993577 -0.0001447255 0.0005228750 0.0001876630 0.0003071363 1029.1282213997 93.4264245046 -135.9077334405 596.7553563240 288.0868220743 181.6846413156
1403638160.99503 453.573508 -1314.370790 -346.406292 -0.822512 0.045475 -0.321054 0.467257 0.0007302318 -0.0005012946 -0.0001480670 0.0005240407 0.0001874292 0.0003103329 1039.7609239051 94.9322202418 -137.6041181501 602.2824956361 291.2294668219 184.0949668322
1403638161.04503 456.493738 -1320.729922 -348.882033 -0.825301 0.051717 -0.321533 0.461324 0.0007278882 -0.0005022592 -0.0001539115 0.0005244340 0.0001891785 0.0003153012 1050.4771572193 96.4580171445 -139.3169353247 607.8478978882 294.3964678780 186.5299051385
1403638161.09503 459.426302 -1327.104100 -351.368268 -0.828991 0.057517 -0.320172 0.454925 0.0007237799 -0.0005022159 -0.0001620690 0.0005247614 0.0001932799 0.0003221393 1061.2780760019 98.0024917811 -141.0464541024 613.4517991714 297.5881198504 188.9895577571
1403638161.14503 462.371116 -1333.493402 -353.865238 -0.834085 0.061362 -0.318051 0.446520 0.0007224713 -0.0004998850 -0.0001741730 0.0005195676 0.0001991205 0.0003317431 1072.1643061258 99.5657794596 -142.7928052328 619.0942363433 300.8045202618 191.4741177640
1403638161.19503 465.328509 -1339.897037 -356.373227 -0.840019 0.065731 -0.314242 0.437377 0.0007182972 -0.0004966027 -0.0001881435 0.0005148739 0.0002068320 0.0003437606 1083.1347990741 101.1484167721 -144.5558221549 624.7751972752 304.0454280834 193.9834635697
1403638161.24503 468.300059 -1346.315089 -358.891730 -0.846552 0.070238 -0.309319 0.427479 0.0007125601 -0.0004922303 -0.0002035156 0.0005095703 0.0002156227 0.0003580034 1094.1901742078 102.7519318993 -146.3356851788 630.4953275837 307.3110901765 196.5180667674
1403638161.29503 471.285736 -1352.747420 -361.420700 -0.852701 0.076194 -0.304740 0.417407 0.0007054563 -0.0004881111 -0.0002178244 0.0005055331 0.0002235143 0.0003724008 1105.3306191718 104.3764376116 -148.1324742329 636.2548850313 310.6015867611 199.0780392075
1403638161.34503 474.285097 -1359.194458 -363.959269 -0.859087 0.081394 -0.299149 0.407252 0.0006976526 -0.0004828519 -0.0002327899 0.0005004910 0.0002320631 0.0003885573 1116.5574472247 106.0214118336 -149.9465397502 642.0546094828 313.9173766692 201.6636930966
1403638161.39503 477.297181 -1365.655425 -366.507831 -0.865176 0.084929 -0.291855 0.398847 0.0006879465 -0.0004769411 -0.0002468575 0.0004964343 0.0002417255 0.0004056804 1127.8695857728 107.6861612048 -151.7777150129 647.8943813855 317.2582142381 204.2746931940
1403638161.44503 480.323184 -1372.130228 -369.066627 -0.870958 0.087127 -0.284279 0.391186 0.0006787311 -0.0004704740 -0.0002601484 0.0004914943 0.0002510400 0.0004232391 1139.2673145059 109.3721082308 -153.6260639924 653.7742868867 320.6241206765 206.9113801407
1403638161.49503 483.363307 -1378.618414 -371.635803 -0.876083 0.087901 -0.277349 0.384485 0.0006715093 -0.0004640645 -0.0002720348 0.0004855730 0.0002589802 0.0004398216 1150.7501785484 111.0796610415 -155.4915380430 659.6944235793 324.0150073931 209.5737626267
1403638161.54503 486.417541 -1385.119685 -374.215580 -0.879984 0.089255 -0.271811 0.379183 0.0006649913 -0.0004593322 -0.0002810210 0.0004820038 0.0002651408 0.0004533782 1162.3180106140 112.8090406797 -157.3741335931 665.6548574207 327.4308322534 212.2618773093
1403638161.59503 489.485839 -1391.633849 -376.806265 -0.882920 0.091444 -0.267466 0.374902 0.0006588981 -0.0004561271 -0.0002877433 0.0004806782 0.0002699991 0.0004642932 1173.9708747211 114.5604965455 -159.2738774186 671.6554750063 330.8715477670 214.9758128320
1403638161.64503 492.568052 -1398.160748 -379.407925 -0.885170 0.093782 -0.263393 0.371891 0.0006523781 -0.0004539334 -0.0002926977 0.0004815027 0.0002746372 0.0004735085 1185.7088738684 116.3340587532 -161.1908270208 677.6964490342 334.3371987801 217.7156431844
1403638161.69503 495.664418 -1404.700500 -382.020525 -0.886376 0.097149 -0.260132 0.370448 0.0006452277 -0.0004536096 -0.0002950556 0.0004860356 0.0002787712 0.0004796665 1197.5326698768 118.1301362216 -163.1251431659 683.7780183081 337.8279460981 220.4816419051
1403638161.74503 498.775218 -1411.253310 -384.644051 -0.886811 0.100566 -0.258854 0.369388 0.0006412857 -0.0004545909 -0.0002962871 0.0004905149 0.0002808474 0.0004826882 1209.4431221126 119.9491997338 -165.0770195061 689.9004144325 341.3439821454 223.2741378941
1403638161.79503 501.900494 -1417.819407 -387.278792 -0.887332 0.103820 -0.258465 0.367505 0.0006395360 -0.0004553881 -0.0002982324 0.0004930324 0.0002818177 0.0004854972 1221.4411436003 121.7915777185 -167.0466333861 696.0636622223 344.8854453433 226.0934267692
1403638161.84503 505.040547 -1424.399038 -389.924460 -0.888025 0.106411 -0.259832 0.364110 0.0006424989 -0.0004558512 -0.0003016283 0.0004913931 0.0002805166 0.0004877703 1233.5277118123 123.6577013708 -169.0342240680 702.2681329921 348.4525944641 228.9398773046
1403638161.89503 508.195070 -1430.991997 -392.581166 -0.888667 0.110128 -0.261181 0.360454 0.0006443034 -0.0004565087 -0.0003048318 0.0004909393 0.0002793701 0.0004900379 1245.7028400913 125.5474604550 -171.0398302986 708.5139655035 352.0454462641 231.8135155675
1403638161.94503 511.363493 -1437.598171 -395.249151 -0.890142 0.112857 -0.261132 0.355978 0.0006452777 -0.0004553895 -0.0003098003 0.0004882315 0.0002793452 0.0004954129 1257.9667450021 127.4605229748 -173.0635169993 714.8011413762 355.6640154132 234.7143650910
1403638161.99503 514.546537 -1444.218065 -397.927419 -0.891633 0.115199 -0.259994 0.352311 0.0006443204 -0.0004540603 -0.0003143521 0.0004867510 0.0002805203 0.0005015152 1270.3209325238 129.3974857677 -175.1056869953 721.1306896809 359.3088506831 237.6429972405
1403638162.04503 517.745361 -1450.852307 -400.615252 -0.892832 0.117264 -0.258819 0.349446 0.0006431657 -0.0004531693 -0.0003181264 0.0004862625 0.0002818193 0.0005068429 1282.7671946679 131.3595246825 -177.1667657014 727.5035086903 362.9804933327 240.6001366132
1403638162.09503 520.960899 -1457.501030 -403.312667 -0.894054 0.118515 -0.257090 0.347168 0.0006416128 -0.0004520663 -0.0003217331 0.0004858096 0.0002836472 0.0005125509 1295.3063291282 133.3478934117 -179.2469301064 733.9198063705 366.6790927741 243.5862471350
1403638162.14503 524.192207 -1464.164671 -406.019070 -0.895241 0.119803 -0.253672 0.346181 0.0006361986 -0.0004508997 -0.0003243031 0.0004881460 0.0002876081 0.0005193461 1307.9397560271 135.3615640930 -181.3465588814 740.3802531111 370.4051111205 246.6015705013
1403638162.19503 527.439635 -1470.842916 -408.734798 -0.896116 0.121527 -0.249649 0.346241 0.0006285692 -0.0004502231 -0.0003255791 0.0004930735 0.0002926016 0.0005257785 1320.6673153205 137.4012402912 -183.4656364624 746.8848469028 374.1584702987 249.6462332617
1403638162.24503 530.702513 -1477.535359 -411.460540 -0.897113 0.122320 -0.246128 0.345901 0.0006231289 -0.0004491787 -0.0003274740 0.0004958388 0.0002967290 0.0005321959 1333.4886362806 139.4666495398 -185.6040846753 753.4332260050 377.9389696073 252.7201092962
1403638162.29503 533.980575 -1484.241253 -414.197497 -0.897852 0.123225 -0.243013 0.345863 0.0006181116 -0.0004486005 -0.0003288334 0.0004991600 0.0003005432 0.0005376457 1346.4025784455 141.5581295466 -187.7616250588 760.0246839899 381.7461410974 255.8229656630
1403638162.34503 537.273463 -1490.960302 -416.946049 -0.897837 0.125243 -0.240639 0.346835 0.0006125974 -0.0004495324 -0.0003284200 0.0005056177 0.0003041546 0.0005404663 1359.4089847543 143.6756524277 -189.9382387873 766.6590251743 385.5798717832 258.9547878430
1403638162.39503 540.581426 -1497.692762 -419.706336 -0.897529 0.127025 -0.240027 0.347410 0.0006107814 -0.0004512257 -0.0003282621 0.0005105426 0.0003057356 0.0005411316 1372.5088841637 145.8197562224 -192.1341393468 773.3364109648 389.4403489891 262.1159534690
1403638162.44503 543.904363 -1504.438615 -422.478090 -0.897273 0.127927 -0.240468 0.347434 0.0006122155 -0.0004529624 -0.0003289472 0.0005129385 0.0003058255 0.0005410867 1385.7026968535 147.9904281054 -194.3494787717 780.0572642053 393.3277504856 265.3066323406
1403638162.49503 547.241935 -1511.198146 -425.261243 -0.897497 0.127319 -0.241268 0.346524 0.0006165917 -0.0004538267 -0.0003312774 0.0005114150 0.0003048966 0.0005420285 1398.9915435812 150.1874765094 -196.5845190961 786.8218307355 397.2423285717 268.5271050214
1403638162.54503 550.594906 -1517.971625 -428.055041 -0.898051 0.125301 -0.241743 0.345492 0.0006220845 -0.0004539365 -0.0003344129 0.0005077574 0.0003039105 0.0005439969 1412.3764855534 152.4116691193 -198.8395727316 793.6310402722 401.1845091120 271.7778737426
1403638162.59503 553.964017 -1524.759561 -430.859162 -0.899183 0.121829 -0.241333 0.344071 0.0006278210 -0.0004526619 -0.0003387584 0.0005016120 0.0003033448 0.0005482157 1425.8591941864 154.6639890052 -201.1150155900 800.4853601251 405.1546791201 275.0595881648
1403638162.64503 557.349431 -1531.562180 -433.672784 -0.899967 0.118676 -0.241823 0.342779 0.0006347736 -0.0004520908 -0.0003426761 0.0004958965 0.0003019003 0.0005507947 1439.4406677803 156.9445090126 -203.4111724635 807.3857493111 409.1532815069 278.3726191318
1403638162.69503 560.751489 -1538.379164 -436.496090 -0.901070 0.114775 -0.241201 0.341646 0.0006403687 -0.0004505875 -0.0003469272 0.0004897630 0.0003014441 0.0005551543 1453.1206951501 159.2539125566 -205.7280302843 814.3323280845 413.1802609634 281.7170929005
1403638162.74503 564.169987 -1545.210679 -439.328603 -0.902043 0.111548 -0.239943 0.341031 0.0006436594 -0.0004492744 -0.0003504164 0.0004857138 0.0003019901 0.0005597377 1466.9001621980 161.5920059200 -208.0658629114 821.3257126590 417.2359423868 285.0932781492
1403638162.79503 567.604972 -1552.056417 -442.170776 -0.902437 0.112444 -0.236889 0.341830 0.0006380862 -0.0004494631 -0.0003507978 0.0004905262 0.0003060953 0.0005643297 1480.7788708699 163.9592343771 -210.4246351894 828.3658235694 421.3202142339 288.5012375350
1403638162.84503 571.056527 -1558.916699 -445.022550 -0.903224 0.113620 -0.234489 0.341017 0.0006342976 -0.0004488501 -0.0003526743 0.0004926880 0.0003089976 0.0005697988 1494.7581132083 166.3559442268 -212.8046429996 835.4528793382 425.4333349553 291.9414019750
1403638162.89503 574.525142 -1565.791382 -447.883985 -0.903007 0.117919 -0.233738 0.340647 0.0006299041 -0.0004507101 -0.0003524659 0.0004995508 0.0003112241 0.0005711864 1508.8380674645 168.7829575523 -215.2059593368 842.5871710777 429.5753656355 295.4140299862
1403638162.94503 578.009943 -1572.680468 -450.755238 -0.902170 0.123135 -0.234108 0.340765 0.0006263087 -0.0004539204 -0.0003511801 0.0005083195 0.0003127080 0.0005698880 1523.0192691503 171.2395409364 -217.6287349137 849.7687463139 433.7464040323 298.9191541087
1403638162.99503 581.511658 -1579.583614 -453.637138 -0.901408 0.126759 -0.238249 0.338575 0.0006330236 -0.0004573500 -0.0003526943 0.0005096237 0.0003088878 0.0005657621 1537.3014481729 173.7271422189 -220.0728579871 856.9972372723 437.9461996225 302.4569797724
1403638163.04503 585.028254 -1586.499716 -456.530677 -0.900542 0.130615 -0.242152 0.336638 0.0006388900 -0.0004608747 -0.0003537517 0.0005118743 0.0003054616 0.0005615577 1551.6824769971 176.2439200730 -222.5379006916 864.2719157739 442.1741644036 306.0266309007
1403638163.09503 588.557471 -1593.427666 -459.437205 -0.900108 0.134867 -0.244542 0.334389 0.0006415837 -0.0004632594 -0.0003551763 0.0005146552 0.0003036731 0.0005600150 1566.1602161929 178.7879198004 -225.0233844306 871.5915649604 446.4295663401 309.6271632541
1403638163.14503 592.098860 -1600.366861 -462.357400 -0.901340 0.136970 -0.243892 0.330669 0.0006418690 -0.0004617507 -0.0003597381 0.0005125305 0.0003040280 0.0005658069 1580.7336445979 181.3590299780 -227.5290864760 878.9558163223 450.7120779119 313.2583062482
1403638163.19503 595.652070 -1607.317605 -465.290816 -0.903626 0.137757 -0.241779 0.325617 0.0006416730 -0.0004577356 -0.0003665708 0.0005064971 0.0003049495 0.0005760082 1595.4039076451 183.9568141733 -230.0553267572 886.3652046529 455.0220586722 316.9203285750
1403638163.24503 599.218242 -1614.280251 -468.237152 -0.906623 0.137717 -0.239357 0.319025 0.0006427016 -0.0004519044 -0.0003753997 0.0004966377 0.0003050310 0.0005888324 1610.1722994682 186.5827343392 -232.6024082462 893.8202973113 459.3598393368 320.6138957211
1403638163.29503 602.798758 -1621.255252 -471.195641 -0.909772 0.138146 -0.236687 0.311785 0.0006430035 -0.0004453976 -0.0003846013 0.0004864495 0.0003048369 0.0006027338 1625.0403502341 189.2383560134 -235.1707365848 901.3221406382 463.7259389353 324.3397988190
1403638163.34503 606.393906 -1628.243118 -474.165329 -0.912843 0.139315 -0.234767 0.303632 0.0006444397 -0.0004387468 -0.0003942153 0.0004756639 0.0003032358 0.0006161215 1640.0097788962 191.9238746758 -237.7608016004 908.8717126869 468.1209417432 328.0986250140
1403638163.39503 610.004103 -1635.243958 -477.145987 -0.915901 0.140913 -0.232810 0.295073 0.0006455279 -0.0004317224 -0.0004039089 0.0004649350 0.0003011466 0.0006298256 1655.0813243052 194.6399120473 -240.3728182797 916.4695346820 472.5450887985 331.8907534672
1403638163.44503 613.629483 -1642.257481 -480.137470 -0.918442 0.144115 -0.230874 0.287042 0.0006446161 -0.0004256637 -0.0004122312 0.0004574539 0.0002996107 0.0006423082 1670.2547340605 197.3867751945 -243.0068111205 924.1159887009 476.9984185896 335.7162670473
