# timestamp (sec),tracking,propagation,msckf update,slam update,slam delayed,re-tri & marg,total
1403638148.045031309127808,0.01533,0.00014,0.00009,0.00000,0.00010,0.00175,0.01741
1403638148.095031261444092,0.00749,0.00015,0.00006,0.00000,0.00004,0.00212,0.00986
1403638148.145031213760376,0.00510,0.00016,0.00032,0.00000,0.00000,0.00233,0.00792
1403638148.195031166076660,0.00524,0.00016,0.00015,0.00000,0.00061,0.00217,0.00833
1403638148.245031118392944,0.00712,0.00023,0.00023,0.00000,0.00005,0.00264,0.01027
1403638148.295031309127808,0.00471,0.00016,0.00018,0.00000,0.00003,0.00213,0.00722
1403638148.345031261444092,0.00631,0.00023,0.00036,0.00000,0.00006,0.00301,0.00998
1403638148.395031213760376,0.00488,0.00015,0.00013,0.00000,0.00000,0.00220,0.00737
1403638148.445031166076660,0.00530,0.00015,0.00026,0.00000,0.00004,0.00227,0.00802
1403638148.495031118392944,0.00737,0.00021,0.00012,0.00000,0.00044,0.00235,0.01049
1403638148.545031309127808,0.00781,0.00025,0.00014,0.00000,0.00044,0.00302,0.01167
1403638148.595031261444092,0.00633,0.00026,0.00010,0.00000,0.00023,0.00298,0.00990
1403638148.645031213760376,0.00547,0.00027,0.00008,0.00000,0.00064,0.00329,0.00975
1403638148.695031166076660,0.00400,0.00017,0.00003,0.00000,0.00012,0.00222,0.00654
1403638148.745031118392944,0.01047,0.00014,0.00006,0.00000,0.00016,0.00196,0.01280
1403638148.795031309127808,0.00421,0.00019,0.00009,0.00000,0.00005,0.00266,0.00719
1403638148.845031261444092,0.00449,0.00016,0.00011,0.00000,0.00003,0.00236,0.00717
1403638148.895031213760376,0.00379,0.00015,0.00010,0.00000,0.00015,0.00240,0.00661
1403638148.945031166076660,0.00611,0.00023,0.00015,0.00000,0.00011,0.00215,0.00875
1403638148.995031118392944,0.00557,0.00018,0.00009,0.00000,0.00004,0.00246,0.00834
1403638149.045031309127808,0.00443,0.00017,0.00005,0.00000,0.00012,0.00224,0.00701
1403638149.095031261444092,0.00409,0.00016,0.00004,0.00000,0.00048,0.00251,0.00727
1403638149.145031213760376,0.00511,0.00017,0.00008,0.00000,0.00024,0.00264,0.00824
1403638149.195031166076660,0.00722,0.00023,0.00004,0.00000,0.00018,0.00267,0.01034
1403638149.245031118392944,0.00404,0.00016,0.00003,0.00000,0.00042,0.00225,0.00691
1403638149.295031309127808,0.00405,0.00017,0.00006,0.00000,0.00011,0.00229,0.00667
1403638149.345031261444092,0.00434,0.00022,0.00009,0.00000,0.00031,0.00245,0.00742
1403638149.395031213760376,0.00413,0.00015,0.00008,0.00000,0.00004,0.00226,0.00666
1403638149.445031166076660,0.00454,0.00014,0.00008,0.00000,0.00004,0.00222,0.00701
1403638149.495031118392944,0.00482,0.00014,0.00006,0.00000,0.00026,0.00224,0.00752
1403638149.545031309127808,0.00361,0.00016,0.00008,0.00000,0.00023,0.00300,0.00709
1403638149.595031261444092,0.00370,0.00015,0.00006,0.00000,0.00004,0.00226,0.00621
1403638149.645031213760376,0.00446,0.00022,0.00004,0.00000,0.00020,0.00300,0.00792
1403638149.695031166076660,0.00419,0.00017,0.00003,0.00000,0.00043,0.00217,0.00699
1403638149.745031118392944,0.00422,0.00016,0.00003,0.00000,0.00018,0.00228,0.00688
1403638149.795031309127808,0.01261,0.00015,0.00005,0.00000,0.00012,0.00203,0.01497
1403638149.845031261444092,0.00438,0.00024,0.00008,0.00000,0.00057,0.00839,0.01367
1403638149.895031213760376,0.00415,0.00015,0.00004,0.00000,0.00012,0.00239,0.00685
1403638149.945031166076660,0.00618,0.00015,0.00006,0.00000,0.00026,0.00241,0.00906
1403638149.995031118392944,0.00795,0.00015,0.00008,0.00000,0.00031,0.00208,0.01058
1403638150.045031309127808,0.01166,0.00016,0.00004,0.00000,0.00005,0.00226,0.01417
1403638150.095031261444092,0.00478,0.00016,0.00004,0.00000,0.00030,0.00223,0.00751
1403638150.145031213760376,0.00442,0.00016,0.00006,0.00000,0.00022,0.00265,0.00752
1403638150.195031166076660,0.01122,0.00014,0.00003,0.00000,0.00004,0.00191,0.01334
1403638150.245031118392944,0.00551,0.00021,0.00004,0.00000,0.00017,0.00278,0.00871
1403638150.295031309127808,0.01019,0.00017,0.00004,0.00000,0.00046,0.00202,0.01288
1403638150.345031261444092,0.00524,0.00023,0.00008,0.00000,0.00026,0.00262,0.00844
1403638150.395031213760376,0.00523,0.00016,0.00004,0.00000,0.00012,0.00253,0.00809
1403638150.445031166076660,0.00445,0.00020,0.00004,0.00000,0.00050,0.00276,0.00795
1403638150.495031118392944,0.00496,0.00024,0.00003,0.00000,0.00018,0.00429,0.00971
1403638150.545031309127808,0.00553,0.00037,0.00011,0.00000,0.00047,0.00309,0.00957
1403638150.595031261444092,0.00567,0.00021,0.00003,0.00000,0.00033,0.00262,0.00886
1403638150.645031213760376,0.00724,0.00018,0.00010,0.00000,0.00004,0.00266,0.01022
1403638150.695031166076660,0.00515,0.00022,0.00014,0.00000,0.00031,0.00319,0.00902
1403638150.745031118392944,0.00457,0.00028,0.00007,0.00000,0.00035,0.00277,0.00806
1403638150.795031309127808,0.00502,0.00023,0.00010,0.00000,0.00008,0.00321,0.00865
1403638150.845031261444092,0.00438,0.00015,0.00005,0.00000,0.00012,0.00244,0.00713
1403638150.895031213760376,0.00440,0.00016,0.00009,0.00000,0.00034,0.00225,0.00722
1403638150.945031166076660,0.00470,0.00019,0.00004,0.00000,0.00019,0.00265,0.00778
1403638150.995031118392944,0.00436,0.00023,0.00009,0.00000,0.00015,0.00241,0.00724
1403638151.045031309127808,0.01080,0.00014,0.00011,0.00000,0.00032,0.00206,0.01343
1403638151.095031261444092,0.00436,0.00017,0.00004,0.00000,0.00013,0.00237,0.00707
1403638151.145031213760376,0.00509,0.00022,0.00022,0.00000,0.00023,0.00298,0.00874
1403638151.195031166076660,0.01055,0.00014,0.00011,0.00000,0.00063,0.00226,0.01368
1403638151.245031118392944,0.00334,0.00016,0.00006,0.00000,0.00000,0.00218,0.00574
1403638151.295031309127808,0.00664,0.00020,0.00010,0.00000,0.00022,0.00245,0.00961
1403638151.345031261444092,0.00794,0.00019,0.00014,0.00000,0.00019,0.00264,0.01111
1403638151.395031213760376,0.00443,0.00019,0.00007,0.00000,0.00005,0.00279,0.00752
1403638151.445031166076660,0.00432,0.00015,0.00015,0.00000,0.00012,0.00227,0.00702
1403638151.495031118392944,0.00374,0.00016,0.00007,0.00000,0.00017,0.00218,0.00632
1403638151.545031309127808,0.00390,0.00015,0.00014,0.00000,0.00011,0.00228,0.00657
1403638151.595031261444092,0.00370,0.00015,0.00009,0.00000,0.00010,0.00220,0.00624
1403638151.645031213760376,0.00526,0.00023,0.00024,0.00000,0.00031,0.00249,0.00852
1403638151.695031166076660,0.00655,0.00018,0.00008,0.00000,0.00014,0.00248,0.00944
1403638151.745031118392944,0.00426,0.00016,0.00008,0.00000,0.00048,0.00230,0.00728
1403638151.795031309127808,0.00435,0.00015,0.00004,0.00000,0.00040,0.00229,0.00724
1403638151.845031261444092,0.00426,0.00015,0.00004,0.00000,0.00000,0.00222,0.00667
1403638151.895031213760376,0.00548,0.00014,0.00006,0.00000,0.00009,0.00206,0.00783
1403638151.945031166076660,0.00419,0.00016,0.00004,0.00000,0.00011,0.00222,0.00671
1403638151.995031118392944,0.00618,0.00015,0.00006,0.00000,0.00004,0.00229,0.00872
1403638152.045031309127808,0.00445,0.00020,0.00009,0.00000,0.00067,0.00257,0.00799
1403638152.095031261444092,0.00533,0.00022,0.00016,0.00000,0.00029,0.00339,0.00938
1403638152.145031213760376,0.00345,0.00015,0.00005,0.00000,0.00011,0.00223,0.00599
1403638152.195031166076660,0.00370,0.00014,0.00001,0.00000,0.00009,0.00229,0.00623
1403638152.245031118392944,0.00333,0.00015,0.00001,0.00000,0.00019,0.00224,0.00591
1403638152.295031309127808,0.00335,0.00014,0.00001,0.00000,0.00013,0.00216,0.00579
1403638152.345031261444092,0.00505,0.00025,0.00013,0.00000,0.00083,0.00281,0.00907
1403638152.395031213760376,0.00473,0.00021,0.00007,0.00000,0.00056,0.00294,0.00852
1403638152.445031166076660,0.00840,0.00016,0.00013,0.00000,0.00000,0.00216,0.01085
1403638152.495031118392944,0.00349,0.00014,0.00006,0.00000,0.00008,0.00213,0.00591
1403638152.545031309127808,0.00428,0.00016,0.00004,0.00000,0.00011,0.00652,0.01111
1403638152.595031261444092,0.00490,0.00022,0.00004,0.00000,0.00056,0.00305,0.00878
1403638152.645031213760376,0.00380,0.00016,0.00004,0.00000,0.00048,0.00234,0.00682
1403638152.695031166076660,0.00574,0.00020,0.00005,0.00000,0.00024,0.00255,0.00879
1403638152.745031118392944,0.00361,0.00017,0.00010,0.00000,0.00008,0.00220,0.00616
1403638152.795031309127808,0.00560,0.00018,0.00007,0.00000,0.00005,0.00246,0.00836
1403638152.845031261444092,0.00458,0.00023,0.00010,0.00000,0.00021,0.00324,0.00836
1403638152.895031213760376,0.01108,0.00013,0.00012,0.00000,0.00009,0.00191,0.01333
1403638152.945031166076660,0.00451,0.00023,0.00017,0.00000,0.00064,0.00313,0.00869
1403638152.995031118392944,0.00484,0.00020,0.00016,0.00000,0.00028,0.00285,0.00833
1403638153.045031309127808,0.00390,0.00015,0.00005,0.00000,0.00000,0.00223,0.00633
1403638153.095031261444092,0.00381,0.00015,0.00003,0.00000,0.00000,0.00230,0.00630
1403638153.145031213760376,0.00959,0.00014,0.00003,0.00000,0.00011,0.00218,0.01205
1403638153.195031166076660,0.00871,0.00015,0.00007,0.00000,0.00035,0.00204,0.01132
1403638153.245031118392944,0.00585,0.00024,0.00016,0.00000,0.00036,0.00295,0.00955
1403638153.295031309127808,0.01175,0.00014,0.00006,0.00000,0.00014,0.00234,0.01444
1403638153.345031261444092,0.00380,0.00017,0.00008,0.00000,0.00008,0.00236,0.00649
1403638153.395031213760376,0.00496,0.00027,0.00011,0.00000,0.00042,0.00338,0.00916
1403638153.445031166076660,0.00487,0.00022,0.00012,0.00000,0.00021,0.00325,0.00868
1403638153.495031118392944,0.00441,0.00019,0.00009,0.00000,0.00042,0.00251,0.00763
1403638153.545031309127808,0.00522,0.00019,0.00012,0.00000,0.00028,0.00231,0.00813
1403638153.595031261444092,0.00374,0.00016,0.00010,0.00000,0.00020,0.00232,0.00652
1403638153.645031213760376,0.01205,0.00015,0.00010,0.00000,0.00000,0.00197,0.01426
1403638153.695031166076660,0.00441,0.00023,0.00024,0.00000,0.00000,0.00316,0.00804
1403638153.745031118392944,0.00465,0.00017,0.00001,0.00000,0.00014,0.00263,0.00761
1403638153.795031309127808,0.00385,0.00022,0.00019,0.00000,0.00047,0.00340,0.00814
1403638153.845031261444092,0.00400,0.00022,0.00008,0.00000,0.00062,0.00320,0.00811
1403638153.895031213760376,0.00384,0.00017,0.00009,0.00000,0.00016,0.00225,0.00651
1403638153.945031166076660,0.00971,0.00018,0.00010,0.00000,0.00007,0.00269,0.01275
1403638153.995031118392944,0.00481,0.00017,0.00007,0.00000,0.00021,0.00224,0.00750
1403638154.045031309127808,0.00450,0.00016,0.00004,0.00000,0.00015,0.00249,0.00735
1403638154.095031261444092,0.00543,0.00024,0.00030,0.00000,0.00020,0.00377,0.00993
1403638154.145031213760376,0.00353,0.00017,0.00010,0.00000,0.00019,0.00227,0.00626
1403638154.195031166076660,0.00324,0.00014,0.00006,0.00000,0.00065,0.00205,0.00614
1403638154.245031118392944,0.00317,0.00015,0.00001,0.00000,0.00000,0.00225,0.00558
1403638154.295031309127808,0.00453,0.00029,0.00017,0.00000,0.00000,0.00400,0.00900
1403638154.345031261444092,0.00415,0.00021,0.00009,0.00000,0.00000,0.00305,0.00751
1403638154.395031213760376,0.00474,0.00024,0.00008,0.00000,0.00034,0.00332,0.00873
1403638154.445031166076660,0.00456,0.00017,0.00004,0.00000,0.00037,0.00329,0.00842
1403638154.495031118392944,0.00489,0.00021,0.00011,0.00000,0.00022,0.00277,0.00821
1403638154.545031309127808,0.00472,0.00018,0.00004,0.00000,0.00008,0.00265,0.00768
1403638154.595031261444092,0.00489,0.00017,0.00004,0.00000,0.00024,0.00269,0.00804
1403638154.645031213760376,0.01006,0.00014,0.00003,0.00000,0.00064,0.00242,0.01329
1403638154.695031166076660,0.00403,0.00014,0.00005,0.00000,0.00013,0.00254,0.00688
1403638154.745031118392944,0.00520,0.00021,0.00009,0.00000,0.00033,0.00301,0.00885
1403638154.795031309127808,0.00447,0.00024,0.00013,0.00000,0.00081,0.00277,0.00842
1403638154.845031261444092,0.00340,0.00016,0.00005,0.00000,0.00000,0.00232,0.00593
1403638154.895031213760376,0.00352,0.00014,0.00007,0.00000,0.00000,0.00225,0.00598
1403638154.945031166076660,0.00354,0.00015,0.00011,0.00000,0.00000,0.00219,0.00599
1403638154.995031118392944,0.00396,0.00018,0.00007,0.00000,0.00019,0.00221,0.00662
1403638155.045031309127808,0.01057,0.00016,0.00010,0.00000,0.00023,0.00224,0.01330
1403638155.095031261444092,0.00457,0.00015,0.00008,0.00000,0.00006,0.00224,0.00711
1403638155.145031213760376,0.00384,0.00017,0.00004,0.00000,0.00000,0.00734,0.01139
1403638155.195031166076660,0.00364,0.00019,0.00009,0.00000,0.00012,0.00225,0.00629
1403638155.245031118392944,0.01027,0.00017,0.00011,0.00000,0.00056,0.00220,0.01331
1403638155.295031309127808,0.00493,0.00016,0.00001,0.00000,0.00037,0.00245,0.00791
1403638155.345031261444092,0.00372,0.00017,0.00007,0.00000,0.00021,0.00216,0.00632
1403638155.395031213760376,0.00352,0.00024,0.00008,0.00000,0.00116,0.00308,0.00809
1403638155.445031166076660,0.00596,0.00021,0.00006,0.00000,0.00000,0.00334,0.00957
1403638155.495031118392944,0.01139,0.00017,0.00007,0.00000,0.00000,0.00196,0.01360
1403638155.545031309127808,0.00473,0.00024,0.00020,0.00000,0.00000,0.00275,0.00792
1403638155.595031261444092,0.00398,0.00023,0.00025,0.00000,0.00024,0.00317,0.00788
1403638155.645031213760376,0.00612,0.00025,0.00010,0.00000,0.00016,0.00265,0.00928
1403638155.695031166076660,0.00402,0.00023,0.00019,0.00000,0.00046,0.00309,0.00799
1403638155.745031118392944,0.00456,0.00028,0.00011,0.00000,0.00000,0.00318,0.00814
1403638155.795031309127808,0.00341,0.00017,0.00014,0.00000,0.00007,0.00223,0.00602
1403638155.845031261444092,0.01141,0.00013,0.00010,0.00000,0.00028,0.00203,0.01395
1403638155.895031213760376,0.00519,0.00023,0.00015,0.00000,0.00026,0.00370,0.00954
1403638155.945031166076660,0.00444,0.00023,0.00035,0.00000,0.00011,0.00355,0.00868
1403638155.995031118392944,0.00416,0.00025,0.00013,0.00000,0.00066,0.00275,0.00795
1403638156.045031309127808,0.00456,0.00018,0.00012,0.00000,0.00081,0.00265,0.00833
1403638156.095031261444092,0.00666,0.00022,0.00008,0.00000,0.00000,0.00303,0.01000
1403638156.145031213760376,0.00530,0.00020,0.00009,0.00000,0.00000,0.00265,0.00825
1403638156.195031166076660,0.00571,0.00021,0.00013,0.00000,0.00021,0.00305,0.00931
1403638156.245031118392944,0.00338,0.00013,0.00012,0.00000,0.00010,0.00192,0.00565
1403638156.295031309127808,0.01086,0.00015,0.00007,0.00000,0.00028,0.00234,0.01370
1403638156.345031261444092,0.00455,0.00019,0.00009,0.00000,0.00000,0.00260,0.00742
1403638156.395031213760376,0.00439,0.00021,0.00009,0.00000,0.00010,0.00349,0.00829
1403638156.445031166076660,0.00341,0.00016,0.00006,0.00000,0.00076,0.00239,0.00679
1403638156.495031118392944,0.00489,0.00023,0.00008,0.00000,0.00006,0.00329,0.00855
1403638156.545031309127808,0.00499,0.00022,0.00011,0.00000,0.00000,0.00324,0.00857
1403638156.595031261444092,0.00341,0.00015,0.00006,0.00000,0.00022,0.00250,0.00633
1403638156.645031213760376,0.00378,0.00021,0.00008,0.00000,0.00095,0.00482,0.00984
1403638156.695031166076660,0.00908,0.00012,0.00001,0.00000,0.00000,0.00200,0.01121
1403638156.745031118392944,0.00715,0.00016,0.00002,0.00000,0.00084,0.00253,0.01070
1403638156.795031309127808,0.00446,0.00022,0.00007,0.00000,0.00024,0.00276,0.00775
1403638156.845031261444092,0.00408,0.00014,0.00001,0.00000,0.00012,0.00228,0.00664
1403638156.895031213760376,0.01023,0.00017,0.00007,0.00000,0.00023,0.00223,0.01292
1403638156.945031166076660,0.00708,0.00017,0.00011,0.00000,0.00000,0.00261,0.00997
1403638156.995031118392944,0.00473,0.00020,0.00008,0.00000,0.00009,0.00284,0.00795
1403638157.045031309127808,0.00441,0.00017,0.00004,0.00000,0.00089,0.00219,0.00769
1403638157.095031261444092,0.00456,0.00016,0.00008,0.00000,0.00004,0.00245,0.00729
1403638157.145031213760376,0.00380,0.00015,0.00008,0.00000,0.00000,0.00229,0.00632
1403638157.195031166076660,0.00429,0.00019,0.00009,0.00000,0.00021,0.00228,0.00706
1403638157.245031118392944,0.00347,0.00018,0.00011,0.00000,0.00037,0.00231,0.00644
1403638157.295031309127808,0.00967,0.00015,0.00006,0.00000,0.00000,0.00221,0.01210
1403638157.345031261444092,0.00369,0.00014,0.00007,0.00000,0.00050,0.00218,0.00658
1403638157.395031213760376,0.00344,0.00015,0.00010,0.00000,0.00008,0.00216,0.00594
1403638157.445031166076660,0.00401,0.00014,0.00005,0.00000,0.00009,0.00230,0.00659
1403638157.495031118392944,0.00492,0.00016,0.00004,0.00000,0.00026,0.00225,0.00762
1403638157.545031309127808,0.00404,0.00015,0.00007,0.00000,0.00000,0.00227,0.00653
1403638157.595031261444092,0.00361,0.00015,0.00013,0.00000,0.00000,0.00223,0.00612
1403638157.645031213760376,0.00668,0.00017,0.00011,0.00000,0.00083,0.00223,0.01002
1403638157.695031166076660,0.00462,0.00014,0.00007,0.00000,0.00000,0.00242,0.00724
1403638157.745031118392944,0.00324,0.00015,0.00005,0.00000,0.00000,0.00218,0.00562
1403638157.795031309127808,0.00416,0.00021,0.00009,0.00000,0.00036,0.00497,0.00979
1403638157.845031261444092,0.00433,0.00016,0.00020,0.00000,0.00034,0.00232,0.00735
1403638157.895031213760376,0.00427,0.00015,0.00008,0.00000,0.00000,0.00359,0.00810
1403638157.945031166076660,0.00394,0.00021,0.00017,0.00000,0.00052,0.00247,0.00730
1403638157.995031118392944,0.00375,0.00020,0.00006,0.00000,0.00008,0.00241,0.00650
1403638158.045031309127808,0.00404,0.00020,0.00009,0.00000,0.00006,0.00322,0.00762
1403638158.095031261444092,0.00800,0.00032,0.00002,0.00000,0.00063,0.00202,0.01100
1403638158.145031213760376,0.00452,0.00020,0.00017,0.00000,0.00000,0.00284,0.00773
1403638158.195031166076660,0.00381,0.00017,0.00003,0.00000,0.00000,0.00228,0.00629
1403638158.245031118392944,0.00587,0.00015,0.00009,0.00000,0.00058,0.00326,0.00995
1403638158.295031309127808,0.00881,0.00013,0.00006,0.00000,0.00000,0.00240,0.01140
1403638158.345031261444092,0.00356,0.00016,0.00010,0.00000,0.00000,0.00303,0.00685
1403638158.395031213760376,0.00368,0.00016,0.00008,0.00000,0.00024,0.00750,0.01166
1403638158.445031166076660,0.00364,0.00018,0.00011,0.00000,0.00065,0.00235,0.00693
1403638158.495031118392944,0.00432,0.00015,0.00002,0.00000,0.00000,0.00212,0.00662
1403638158.545031309127808,0.00370,0.00020,0.00002,0.00000,0.00039,0.00203,0.00634
1403638158.595031261444092,0.00568,0.00017,0.00006,0.00000,0.00007,0.00232,0.00829
1403638158.645031213760376,0.00384,0.00016,0.00010,0.00000,0.00004,0.00226,0.00640
1403638158.695031166076660,0.00380,0.00016,0.00001,0.00000,0.00066,0.00297,0.00760
1403638158.745031118392944,0.00358,0.00017,0.00005,0.00000,0.00000,0.00223,0.00602
1403638158.795031309127808,0.00438,0.00017,0.00010,0.00000,0.00000,0.00232,0.00697
1403638158.845031261444092,0.00735,0.00022,0.00002,0.00000,0.00133,0.00196,0.01089
1403638158.895031213760376,0.00387,0.00016,0.00007,0.00000,0.00000,0.00232,0.00642
1403638158.945031166076660,0.00350,0.00016,0.00008,0.00000,0.00000,0.00229,0.00603
1403638158.995031118392944,0.00346,0.00016,0.00005,0.00000,0.00015,0.00219,0.00602
1403638159.045031309127808,0.00419,0.00025,0.00005,0.00000,0.00111,0.01008,0.01569
1403638159.095031261444092,0.00453,0.00015,0.00001,0.00000,0.00000,0.00213,0.00683
1403638159.145031213760376,0.00376,0.00016,0.00007,0.00000,0.00034,0.00214,0.00647
1403638159.195031166076660,0.00365,0.00015,0.00003,0.00000,0.00008,0.00217,0.00608
1403638159.245031118392944,0.00411,0.00017,0.00008,0.00000,0.00004,0.00244,0.00684
1403638159.295031309127808,0.00438,0.00016,0.00007,0.00000,0.00083,0.00231,0.00775
1403638159.345031261444092,0.00362,0.00016,0.00008,0.00000,0.00000,0.00226,0.00613
1403638159.395031213760376,0.00378,0.00016,0.00017,0.00000,0.00000,0.00235,0.00646
1403638159.445031166076660,0.00343,0.00015,0.00006,0.00000,0.00079,0.00225,0.00668
1403638159.495031118392944,0.00805,0.00017,0.00013,0.00000,0.00000,0.00224,0.01059
1403638159.545031309127808,0.01068,0.00015,0.00008,0.00000,0.00000,0.00201,0.01292
1403638159.595031261444092,0.00405,0.00017,0.00010,0.00000,0.00015,0.00217,0.00665
1403638159.645031213760376,0.00343,0.00017,0.00007,0.00000,0.00041,0.00232,0.00640
1403638159.695031166076660,0.00344,0.00017,0.00009,0.00000,0.00000,0.00231,0.00600
1403638159.745031118392944,0.00326,0.00015,0.00016,0.00000,0.00031,0.00232,0.00620
1403638159.795031309127808,0.00768,0.00022,0.00006,0.00000,0.00083,0.00232,0.01111
1403638159.845031261444092,0.00335,0.00016,0.00008,0.00000,0.00004,0.00212,0.00575
1403638159.895031213760376,0.00497,0.00017,0.00001,0.00000,0.00022,0.00235,0.00774
1403638159.945031166076660,0.00402,0.00022,0.00004,0.00000,0.00000,0.00211,0.00639
1403638159.995031118392944,0.01090,0.00016,0.00016,0.00000,0.00000,0.00208,0.01330
1403638160.045031309127808,0.00317,0.00016,0.00014,0.00000,0.00045,0.00206,0.00598
1403638160.095031261444092,0.00368,0.00016,0.00005,0.00000,0.00000,0.00223,0.00612
1403638160.145031213760376,0.00356,0.00015,0.00001,0.00000,0.00035,0.00234,0.00641
1403638160.195031166076660,0.00336,0.00015,0.00005,0.00000,0.00015,0.00550,0.00922
1403638160.245031118392944,0.01090,0.00015,0.00005,0.00000,0.00031,0.00198,0.01338
1403638160.295031309127808,0.00431,0.00015,0.00007,0.00000,0.00000,0.00228,0.00682
1403638160.345031261444092,0.00456,0.00017,0.00017,0.00000,0.00022,0.00232,0.00743
1403638160.395031213760376,0.00422,0.00021,0.00017,0.00000,0.00039,0.00249,0.00748
1403638160.445031166076660,0.00447,0.00015,0.00004,0.00000,0.00005,0.00231,0.00701
1403638160.495031118392944,0.00947,0.00020,0.00013,0.00000,0.00029,0.00333,0.01341
1403638160.545031309127808,0.00415,0.00016,0.00006,0.00000,0.00027,0.00223,0.00688
1403638160.595031261444092,0.00409,0.00024,0.00008,0.00000,0.00000,0.00253,0.00694
1403638160.645031213760376,0.00310,0.00017,0.00010,0.00000,0.00045,0.00219,0.00601
1403638160.695031166076660,0.00357,0.00014,0.00004,0.00000,0.00000,0.00232,0.00607
1403638160.745031118392944,0.00321,0.00016,0.00005,0.00000,0.00025,0.00209,0.00578
1403638160.795031309127808,0.00340,0.00015,0.00008,0.00000,0.00015,0.00228,0.00605
1403638160.845031261444092,0.00362,0.00015,0.00008,0.00000,0.00037,0.00228,0.00651
1403638160.895031213760376,0.00464,0.00015,0.00006,0.00000,0.00000,0.00223,0.00709
1403638160.945031166076660,0.01048,0.00016,0.00008,0.00000,0.00013,0.00221,0.01306
1403638160.995031118392944,0.00451,0.00017,0.00009,0.00000,0.00032,0.00246,0.00755
1403638161.045031309127808,0.00350,0.00016,0.00010,0.00000,0.00004,0.00229,0.00609
1403638161.095031261444092,0.00341,0.00017,0.00006,0.00000,0.00014,0.00216,0.00594
1403638161.145031213760376,0.00340,0.00017,0.00001,0.00000,0.00052,0.00214,0.00623
1403638161.195031166076660,0.00385,0.00017,0.00006,0.00000,0.00000,0.00220,0.00629
1403638161.245031118392944,0.00363,0.00016,0.00006,0.00000,0.00036,0.00214,0.00635
1403638161.295031309127808,0.00402,0.00017,0.00008,0.00000,0.00000,0.00226,0.00653
1403638161.345031261444092,0.00360,0.00018,0.00004,0.00000,0.00021,0.00222,0.00625
1403638161.395031213760376,0.00396,0.00015,0.00003,0.00000,0.00016,0.00257,0.00688
1403638161.445031166076660,0.00449,0.00015,0.00009,0.00000,0.00038,0.00227,0.00739
1403638161.495031118392944,0.00398,0.00019,0.00018,0.00000,0.00000,0.00244,0.00679
1403638161.545031309127808,0.00588,0.00017,0.00010,0.00000,0.00018,0.00213,0.00846
1403638161.595031261444092,0.00343,0.00017,0.00001,0.00000,0.00033,0.00240,0.00633
1403638161.645031213760376,0.00361,0.00017,0.00006,0.00000,0.00004,0.00223,0.00610
1403638161.695031166076660,0.00319,0.00016,0.00001,0.00000,0.00011,0.00226,0.00573
1403638161.745031118392944,0.00395,0.00014,0.00001,0.00000,0.00049,0.00247,0.00707
1403638161.795031309127808,0.00493,0.00017,0.00007,0.00000,0.00000,0.00277,0.00794
1403638161.845031261444092,0.00294,0.00014,0.00005,0.00000,0.00029,0.00210,0.00553
1403638161.895031213760376,0.00673,0.00016,0.00001,0.00000,0.00000,0.00229,0.00918
1403638161.945031166076660,0.00335,0.00015,0.00012,0.00000,0.00017,0.00226,0.00605
1403638161.995031118392944,0.00372,0.00021,0.00011,0.00000,0.00084,0.00236,0.00725
1403638162.045031309127808,0.00346,0.00017,0.00004,0.00000,0.00034,0.00244,0.00645
1403638162.095031261444092,0.00339,0.00017,0.00001,0.00000,0.00000,0.00227,0.00584
1403638162.145031213760376,0.00342,0.00018,0.00003,0.00000,0.00014,0.00241,0.00618
1403638162.195031166076660,0.00479,0.00017,0.00001,0.00000,0.00025,0.00226,0.00748
1403638162.245031118392944,0.00367,0.00015,0.00001,0.00000,0.00005,0.00217,0.00606
1403638162.295031309127808,0.00422,0.00016,0.00001,0.00000,0.00011,0.00232,0.00683
1403638162.345031261444092,0.00379,0.00016,0.00006,0.00000,0.00039,0.00231,0.00671
1403638162.395031213760376,0.00359,0.00015,0.00005,0.00000,0.00000,0.00224,0.00604
1403638162.445031166076660,0.00356,0.00018,0.00008,0.00000,0.00035,0.00234,0.00650
1403638162.495031118392944,0.00330,0.00015,0.00001,0.00000,0.00000,0.00251,0.00597
1403638162.545031309127808,0.00332,0.00017,0.00003,0.00000,0.00018,0.00221,0.00591
1403638162.595031261444092,0.00359,0.00018,0.00002,0.00000,0.00107,0.00239,0.00725
1403638162.645031213760376,0.00360,0.00017,0.00003,0.00000,0.00032,0.00217,0.00629
1403638162.695031166076660,0.00362,0.00016,0.00008,0.00000,0.00000,0.00218,0.00605
1403638162.745031118392944,0.00375,0.00017,0.00004,0.00000,0.00013,0.00230,0.00640
1403638162.795031309127808,0.00389,0.00023,0.00005,0.00000,0.00036,0.00225,0.00678
1403638162.845031261444092,0.00443,0.00017,0.00005,0.00000,0.00005,0.00236,0.00707
1403638162.895031213760376,0.00450,0.00018,0.00010,0.00000,0.00009,0.00215,0.00703
1403638162.945031166076660,0.00401,0.00019,0.00013,0.00000,0.00042,0.00260,0.00735
1403638162.995031118392944,0.00336,0.00016,0.00006,0.00000,0.00000,0.00222,0.00581
1403638163.045031309127808,0.00457,0.00016,0.00008,0.00000,0.00025,0.00228,0.00734
1403638163.095031261444092,0.00451,0.00017,0.00004,0.00000,0.00000,0.00227,0.00699
1403638163.145031213760376,0.00361,0.00016,0.00011,0.00000,0.00016,0.00226,0.00630
